timestamp,symbol,timeframe,open,high,low,close,volume,vwap,trade_count,source,adjusted,adjustment_type,is_complete,received_at
2026-05-19T13:49:00+00:00,SPY,1m,734.46,735.21,734.46,734.66,6650.0,734.93647,101,alpaca,true,all,true,
2026-05-19T13:50:00+00:00,SPY,1m,734.53,734.83,734.21,734.595,6349.0,734.537437,82,alpaca,true,all,true,
2026-05-19T13:51:00+00:00,SPY,1m,734.63,735.04,734.48,734.955,1823.0,734.796852,44,alpaca,true,all,true,
2026-05-19T13:52:00+00:00,SPY,1m,735.14,735.29,734.96,734.96,1606.0,735.098375,48,alpaca,true,all,true,
2026-05-19T13:53:00+00:00,SPY,1m,735.085,735.24,735.085,735.2,1452.0,735.156377,44,alpaca,true,all,true,
2026-05-19T13:54:00+00:00,SPY,1m,735.17,735.955,735.17,735.8,6012.0,735.563384,129,alpaca,true,all,true,
2026-05-19T13:55:00+00:00,SPY,1m,735.915,736.27,735.78,736.04,6177.0,736.068488,106,alpaca,true,all,true,
2026-05-19T13:56:00+00:00,SPY,1m,735.905,736.05,735.24,735.26,6838.0,735.734959,99,alpaca,true,all,true,
2026-05-19T13:57:00+00:00,SPY,1m,735.31,735.845,735.31,735.845,4089.0,735.642235,71,alpaca,true,all,true,
2026-05-19T13:58:00+00:00,SPY,1m,735.75,735.84,735.355,735.57,2158.0,735.637939,68,alpaca,true,all,true,
2026-05-19T13:59:00+00:00,SPY,1m,735.605,735.85,735.25,735.25,2520.0,735.640914,55,alpaca,true,all,true,
2026-05-19T14:00:00+00:00,SPY,1m,735.25,735.25,734.68,734.69,2997.0,734.956317,71,alpaca,true,all,true,
2026-05-19T14:01:00+00:00,SPY,1m,734.59,734.67,734.48,734.63,3261.0,734.599973,56,alpaca,true,all,true,
2026-05-19T14:02:00+00:00,SPY,1m,734.645,734.77,734.04,734.04,5314.0,734.320005,83,alpaca,true,all,true,
2026-05-19T14:03:00+00:00,SPY,1m,733.975,734.46,733.975,734.46,2285.0,734.149196,59,alpaca,true,all,true,
2026-05-19T14:04:00+00:00,SPY,1m,734.345,735.1,734.27,735.0,3493.0,734.583883,68,alpaca,true,all,true,
2026-05-19T14:05:00+00:00,SPY,1m,735.06,735.07,733.94,733.94,5248.0,734.448208,99,alpaca,true,all,true,
2026-05-19T14:06:00+00:00,SPY,1m,733.81,734.35,733.63,733.895,6354.0,733.949669,142,alpaca,true,all,true,
2026-05-19T14:07:00+00:00,SPY,1m,733.91,734.02,732.88,733.07,4972.0,733.43053,108,alpaca,true,all,true,
2026-05-19T14:08:00+00:00,SPY,1m,733.07,733.26,732.885,732.97,4403.0,733.026836,95,alpaca,true,all,true,
2026-05-19T14:09:00+00:00,SPY,1m,732.97,733.4,732.86,733.32,4240.0,733.163743,84,alpaca,true,all,true,
2026-05-19T14:10:00+00:00,SPY,1m,733.35,733.66,733.11,733.66,3699.0,733.393022,96,alpaca,true,all,true,
2026-05-19T14:11:00+00:00,SPY,1m,733.73,733.86,733.065,733.6,7762.0,733.498627,144,alpaca,true,all,true,
2026-05-19T14:12:00+00:00,SPY,1m,733.63,733.77,733.28,733.74,3062.0,733.540083,69,alpaca,true,all,true,
2026-05-19T14:13:00+00:00,SPY,1m,733.79,733.84,733.22,733.32,4602.0,733.559905,68,alpaca,true,all,true,
2026-05-19T14:14:00+00:00,SPY,1m,733.34,733.34,732.85,732.9,3561.0,733.100482,82,alpaca,true,all,true,
2026-05-19T14:15:00+00:00,SPY,1m,732.87,733.11,732.69,732.75,5891.0,732.844524,114,alpaca,true,all,true,
2026-05-19T14:16:00+00:00,SPY,1m,732.66,732.91,732.65,732.79,4775.0,732.75496,72,alpaca,true,all,true,
2026-05-19T14:17:00+00:00,SPY,1m,732.86,733.03,732.62,732.735,4802.0,732.798732,94,alpaca,true,all,true,
2026-05-19T14:18:00+00:00,SPY,1m,732.72,732.9,732.425,732.8,4186.0,732.684643,78,alpaca,true,all,true,
2026-05-19T14:19:00+00:00,SPY,1m,732.74,732.93,732.39,732.55,3386.0,732.628259,85,alpaca,true,all,true,
2026-05-19T14:20:00+00:00,SPY,1m,732.59,732.71,732.23,732.245,3425.0,732.45878,63,alpaca,true,all,true,
2026-05-19T14:21:00+00:00,SPY,1m,732.22,732.22,731.77,731.82,4410.0,732.011045,78,alpaca,true,all,true,
2026-05-19T14:22:00+00:00,SPY,1m,731.825,732.07,731.77,732.05,3356.0,731.914653,74,alpaca,true,all,true,
2026-05-19T14:23:00+00:00,SPY,1m,732.07,732.57,732.07,732.315,7426.0,732.359487,97,alpaca,true,all,true,
2026-05-19T14:24:00+00:00,SPY,1m,732.32,732.68,732.285,732.68,2127.0,732.505351,64,alpaca,true,all,true,
2026-05-19T14:25:00+00:00,SPY,1m,732.7,732.7,732.28,732.31,4004.0,732.405577,62,alpaca,true,all,true,
2026-05-19T14:26:00+00:00,SPY,1m,732.32,732.77,732.22,732.73,6280.0,732.423902,89,alpaca,true,all,true,
2026-05-19T14:27:00+00:00,SPY,1m,732.61,732.98,732.52,732.94,2363.0,732.753805,52,alpaca,true,all,true,
2026-05-19T14:28:00+00:00,SPY,1m,732.95,733.09,732.405,732.405,2841.0,732.874402,59,alpaca,true,all,true,
2026-05-19T14:29:00+00:00,SPY,1m,732.395,732.515,732.27,732.36,5013.0,732.337554,59,alpaca,true,all,true,
2026-05-19T14:30:00+00:00,SPY,1m,732.51,732.71,732.065,732.71,7151.0,732.363015,89,alpaca,true,all,true,
2026-05-19T14:31:00+00:00,SPY,1m,732.78,733.17,732.53,732.96,6169.0,732.851192,102,alpaca,true,all,true,
2026-05-19T14:32:00+00:00,SPY,1m,733.13,733.13,732.53,732.6,2634.0,732.812539,51,alpaca,true,all,true,
2026-05-19T14:33:00+00:00,SPY,1m,732.57,732.61,732.42,732.44,7477.0,732.518246,56,alpaca,true,all,true,
2026-05-19T14:34:00+00:00,SPY,1m,732.615,732.69,732.25,732.265,5844.0,732.386435,59,alpaca,true,all,true,
2026-05-19T14:35:00+00:00,SPY,1m,732.37,732.43,732.325,732.39,1933.0,732.386238,53,alpaca,true,all,true,
2026-05-19T14:36:00+00:00,SPY,1m,732.71,732.835,732.61,732.825,2449.0,732.776271,44,alpaca,true,all,true,
2026-05-19T14:37:00+00:00,SPY,1m,732.78,732.83,732.64,732.83,6416.0,732.741363,60,alpaca,true,all,true,
2026-05-19T14:38:00+00:00,SPY,1m,732.88,733.07,732.66,732.99,6114.0,732.941171,100,alpaca,true,all,true,
2026-05-19T14:39:00+00:00,SPY,1m,732.99,733.2,732.86,733.02,8558.0,733.027959,119,alpaca,true,all,true,
2026-05-19T14:40:00+00:00,SPY,1m,732.86,733.32,732.52,733.11,8233.0,732.786699,72,alpaca,true,all,true,
2026-05-19T14:41:00+00:00,SPY,1m,733.07,733.295,732.87,733.19,3965.0,733.052293,54,alpaca,true,all,true,
2026-05-19T14:42:00+00:00,SPY,1m,733.33,733.39,733.19,733.27,1497.0,733.314802,37,alpaca,true,all,true,
2026-05-19T14:43:00+00:00,SPY,1m,733.4,733.44,732.92,732.94,7420.0,733.298661,63,alpaca,true,all,true,
2026-05-19T14:44:00+00:00,SPY,1m,732.83,732.95,732.62,732.91,5411.0,732.789376,106,alpaca,true,all,true,
2026-05-19T14:45:00+00:00,SPY,1m,732.73,732.86,732.25,732.25,3457.0,732.676777,60,alpaca,true,all,true,
2026-05-19T14:46:00+00:00,SPY,1m,732.27,732.325,732.105,732.16,5182.0,732.200301,100,alpaca,true,all,true,
2026-05-19T14:47:00+00:00,SPY,1m,732.17,732.17,731.7,731.87,4548.0,731.9079,84,alpaca,true,all,true,
2026-05-19T14:48:00+00:00,SPY,1m,731.75,731.88,731.57,731.84,3832.0,731.736932,72,alpaca,true,all,true,
2026-05-19T14:49:00+00:00,SPY,1m,731.93,732.15,731.85,731.93,5039.0,731.999967,109,alpaca,true,all,true,
2026-05-19T14:50:00+00:00,SPY,1m,731.93,732.06,731.75,731.84,2114.0,731.930582,47,alpaca,true,all,true,
2026-05-19T14:51:00+00:00,SPY,1m,731.63,731.89,731.58,731.86,2327.0,731.777654,41,alpaca,true,all,true,
2026-05-19T14:52:00+00:00,SPY,1m,731.87,732.3,731.775,732.12,1954.0,732.016016,47,alpaca,true,all,true,
2026-05-19T14:53:00+00:00,SPY,1m,732.0,732.21,731.92,732.075,2917.0,732.067322,65,alpaca,true,all,true,
2026-05-19T14:54:00+00:00,SPY,1m,732.05,732.23,731.97,731.97,2118.0,732.084446,50,alpaca,true,all,true,
2026-05-19T14:55:00+00:00,SPY,1m,731.91,732.25,731.91,732.16,1448.0,732.088984,33,alpaca,true,all,true,
2026-05-19T14:56:00+00:00,SPY,1m,732.13,732.55,732.12,732.53,1801.0,732.361593,38,alpaca,true,all,true,
2026-05-19T14:57:00+00:00,SPY,1m,732.54,733.03,732.54,732.97,3178.0,732.825183,65,alpaca,true,all,true,
2026-05-19T14:58:00+00:00,SPY,1m,732.955,733.15,732.85,732.96,2754.0,732.985016,58,alpaca,true,all,true,
2026-05-19T14:59:00+00:00,SPY,1m,732.73,733.17,732.73,733.17,1421.0,732.893383,36,alpaca,true,all,true,
2026-05-19T15:00:00+00:00,SPY,1m,733.165,733.245,733.05,733.24,2879.0,733.138313,71,alpaca,true,all,true,
2026-05-19T15:01:00+00:00,SPY,1m,733.35,733.46,732.88,732.89,3309.0,733.190442,62,alpaca,true,all,true,
2026-05-19T15:02:00+00:00,SPY,1m,732.84,733.47,732.84,733.33,2932.0,733.183229,75,alpaca,true,all,true,
2026-05-19T15:03:00+00:00,SPY,1m,733.29,733.48,733.21,733.31,4348.0,733.310449,98,alpaca,true,all,true,
2026-05-19T15:04:00+00:00,SPY,1m,733.31,733.58,733.295,733.4,4829.0,733.437138,67,alpaca,true,all,true,
2026-05-19T15:05:00+00:00,SPY,1m,733.435,733.47,733.01,733.02,1952.0,733.276295,39,alpaca,true,all,true,
2026-05-19T15:06:00+00:00,SPY,1m,733.15,733.38,733.01,733.38,3828.0,733.233247,50,alpaca,true,all,true,
2026-05-19T15:07:00+00:00,SPY,1m,733.34,733.34,732.725,732.785,3220.0,732.957743,57,alpaca,true,all,true,
2026-05-19T15:08:00+00:00,SPY,1m,732.75,732.8,732.68,732.685,2075.0,732.734679,27,alpaca,true,all,true,
2026-05-19T15:09:00+00:00,SPY,1m,732.875,733.25,732.84,733.25,3149.0,733.099836,51,alpaca,true,all,true,
2026-05-19T15:10:00+00:00,SPY,1m,733.27,733.57,733.26,733.57,2025.0,733.352587,45,alpaca,true,all,true,
2026-05-19T15:11:00+00:00,SPY,1m,733.63,733.68,733.375,733.375,1236.0,733.537415,41,alpaca,true,all,true,
2026-05-19T15:12:00+00:00,SPY,1m,733.49,733.67,733.29,733.29,2779.0,733.550301,60,alpaca,true,all,true,
2026-05-19T15:13:00+00:00,SPY,1m,733.455,733.6,733.36,733.535,1828.0,733.461742,41,alpaca,true,all,true,
2026-05-19T15:14:00+00:00,SPY,1m,733.43,733.51,733.41,733.51,688.0,733.441167,20,alpaca,true,all,true,
2026-05-19T15:15:00+00:00,SPY,1m,733.6,733.79,733.6,733.64,1535.0,733.65998,38,alpaca,true,all,true,
2026-05-19T15:16:00+00:00,SPY,1m,733.6,733.75,733.52,733.52,1460.0,733.648957,27,alpaca,true,all,true,
2026-05-19T15:17:00+00:00,SPY,1m,733.53,733.81,733.465,733.81,5173.0,733.607942,78,alpaca,true,all,true,
2026-05-19T15:18:00+00:00,SPY,1m,733.915,733.96,733.72,733.72,3308.0,733.817317,69,alpaca,true,all,true,
2026-05-19T15:19:00+00:00,SPY,1m,733.68,733.75,733.03,733.03,5670.0,733.432276,86,alpaca,true,all,true,
2026-05-19T15:20:00+00:00,SPY,1m,733.005,733.03,732.7,732.71,6290.0,732.937494,81,alpaca,true,all,true,
2026-05-19T15:21:00+00:00,SPY,1m,732.75,733.19,732.75,732.98,4762.0,733.018683,77,alpaca,true,all,true,
2026-05-19T15:22:00+00:00,SPY,1m,733.14,733.15,732.725,732.77,820.0,732.867996,21,alpaca,true,all,true,
2026-05-19T15:23:00+00:00,SPY,1m,732.63,732.63,732.3,732.33,1694.0,732.521082,37,alpaca,true,all,true,
2026-05-19T15:24:00+00:00,SPY,1m,732.37,732.53,731.99,731.99,3224.0,732.379633,46,alpaca,true,all,true,
2026-05-19T15:25:00+00:00,SPY,1m,731.98,732.27,731.73,732.22,2901.0,732.005963,58,alpaca,true,all,true,
2026-05-19T15:26:00+00:00,SPY,1m,732.325,732.5,732.22,732.25,1941.0,732.378615,63,alpaca,true,all,true,
2026-05-19T15:27:00+00:00,SPY,1m,732.315,732.49,732.17,732.49,1871.0,732.344839,36,alpaca,true,all,true,
2026-05-19T15:28:00+00:00,SPY,1m,732.56,732.56,732.2,732.36,1039.0,732.312464,26,alpaca,true,all,true,
2026-05-19T15:29:00+00:00,SPY,1m,732.285,732.46,732.26,732.34,1011.0,732.341061,25,alpaca,true,all,true,
2026-05-19T15:30:00+00:00,SPY,1m,732.17,732.49,732.04,732.49,4909.0,732.203594,82,alpaca,true,all,true,
2026-05-19T15:31:00+00:00,SPY,1m,732.64,733.21,732.64,733.19,2024.0,732.933737,49,alpaca,true,all,true,
2026-05-19T15:32:00+00:00,SPY,1m,733.19,733.28,733.09,733.175,1717.0,733.165969,39,alpaca,true,all,true,
2026-05-19T15:33:00+00:00,SPY,1m,733.13,733.13,732.81,732.89,1407.0,732.917287,24,alpaca,true,all,true,
2026-05-19T15:34:00+00:00,SPY,1m,732.87,732.905,732.75,732.78,3279.0,732.812907,58,alpaca,true,all,true,
2026-05-19T15:35:00+00:00,SPY,1m,732.63,732.63,732.44,732.5,1160.0,732.51201,30,alpaca,true,all,true,
2026-05-19T15:36:00+00:00,SPY,1m,732.55,732.85,732.54,732.78,2367.0,732.697806,42,alpaca,true,all,true,
2026-05-19T15:37:00+00:00,SPY,1m,732.82,733.38,732.75,733.375,1516.0,733.023614,48,alpaca,true,all,true,
2026-05-19T15:38:00+00:00,SPY,1m,733.35,733.51,733.26,733.42,742.0,733.432131,27,alpaca,true,all,true,
2026-05-19T15:39:00+00:00,SPY,1m,733.485,733.49,733.28,733.455,1643.0,733.407642,37,alpaca,true,all,true,
2026-05-19T15:40:00+00:00,SPY,1m,733.3,733.53,733.22,733.515,3855.0,733.424906,84,alpaca,true,all,true,
2026-05-19T15:41:00+00:00,SPY,1m,733.51,733.53,733.45,733.485,1472.0,733.499923,43,alpaca,true,all,true,
2026-05-19T15:42:00+00:00,SPY,1m,733.51,733.94,733.46,733.8,4360.0,733.742655,87,alpaca,true,all,true,
2026-05-19T15:43:00+00:00,SPY,1m,733.75,733.75,733.19,733.29,3609.0,733.381668,55,alpaca,true,all,true,
2026-05-19T15:44:00+00:00,SPY,1m,733.395,733.55,733.395,733.48,1497.0,733.4908,46,alpaca,true,all,true,
2026-05-19T15:45:00+00:00,SPY,1m,733.56,733.615,733.315,733.315,1458.0,733.489672,39,alpaca,true,all,true,
2026-05-19T15:46:00+00:00,SPY,1m,733.29,733.44,733.18,733.34,1956.0,733.348355,44,alpaca,true,all,true,
2026-05-19T15:47:00+00:00,SPY,1m,733.35,733.47,733.26,733.47,1435.0,733.347761,34,alpaca,true,all,true,
2026-05-19T15:48:00+00:00,SPY,1m,733.545,733.75,733.5,733.75,1312.0,733.642046,28,alpaca,true,all,true,
2026-05-19T15:49:00+00:00,SPY,1m,733.76,733.91,733.705,733.91,1449.0,733.801322,45,alpaca,true,all,true,
2026-05-19T15:50:00+00:00,SPY,1m,733.83,733.84,733.65,733.71,1783.0,733.725501,41,alpaca,true,all,true,
2026-05-19T15:51:00+00:00,SPY,1m,733.72,733.76,733.45,733.48,926.0,733.558404,30,alpaca,true,all,true,
2026-05-19T15:52:00+00:00,SPY,1m,733.56,733.83,733.56,733.8,2967.0,733.747874,46,alpaca,true,all,true,
2026-05-19T15:53:00+00:00,SPY,1m,733.84,733.9,733.47,733.49,2854.0,733.629458,58,alpaca,true,all,true,
2026-05-19T15:54:00+00:00,SPY,1m,733.475,733.5,733.18,733.4,2440.0,733.313107,52,alpaca,true,all,true,
2026-05-19T15:55:00+00:00,SPY,1m,733.325,733.36,732.835,732.835,2988.0,733.117415,60,alpaca,true,all,true,
2026-05-19T15:56:00+00:00,SPY,1m,732.86,732.9,732.56,732.895,1510.0,732.75047,37,alpaca,true,all,true,
2026-05-19T15:57:00+00:00,SPY,1m,732.95,733.12,732.87,733.085,2131.0,732.988054,51,alpaca,true,all,true,
2026-05-19T15:58:00+00:00,SPY,1m,733.16,733.16,732.82,732.83,973.0,733.022658,35,alpaca,true,all,true,
2026-05-19T15:59:00+00:00,SPY,1m,732.8,732.945,732.78,732.89,984.0,732.902045,20,alpaca,true,all,true,
2026-05-19T16:00:00+00:00,SPY,1m,733.04,733.35,733.015,733.34,2201.0,733.238023,48,alpaca,true,all,true,
2026-05-19T16:01:00+00:00,SPY,1m,733.39,733.54,733.315,733.315,715.0,733.43955,26,alpaca,true,all,true,
2026-05-19T16:02:00+00:00,SPY,1m,733.41,733.67,733.41,733.65,638.0,733.625,21,alpaca,true,all,true,
2026-05-19T16:03:00+00:00,SPY,1m,733.72,733.98,733.72,733.8,2127.0,733.881859,43,alpaca,true,all,true,
2026-05-19T16:04:00+00:00,SPY,1m,733.74,733.775,733.59,733.59,1014.0,733.716897,24,alpaca,true,all,true,
2026-05-19T16:05:00+00:00,SPY,1m,733.675,733.73,733.36,733.44,2015.0,733.569082,32,alpaca,true,all,true,
2026-05-19T16:06:00+00:00,SPY,1m,733.29,733.29,732.82,733.025,3589.0,733.087902,65,alpaca,true,all,true,
2026-05-19T16:07:00+00:00,SPY,1m,733.09,733.29,733.0,733.29,2057.0,733.106816,40,alpaca,true,all,true,
2026-05-19T16:08:00+00:00,SPY,1m,733.31,733.31,733.17,733.22,3087.0,733.238002,46,alpaca,true,all,true,
2026-05-19T16:09:00+00:00,SPY,1m,733.18,733.29,732.76,732.76,1064.0,733.147599,37,alpaca,true,all,true,
2026-05-19T16:10:00+00:00,SPY,1m,732.6,732.73,732.47,732.73,1656.0,732.539249,45,alpaca,true,all,true,
2026-05-19T16:11:00+00:00,SPY,1m,732.72,732.83,732.59,732.59,1092.0,732.748366,28,alpaca,true,all,true,
2026-05-19T16:12:00+00:00,SPY,1m,732.675,732.675,732.32,732.52,3294.0,732.486585,56,alpaca,true,all,true,
2026-05-19T16:13:00+00:00,SPY,1m,732.5,732.69,732.5,732.58,2574.0,732.632066,46,alpaca,true,all,true,
2026-05-19T16:14:00+00:00,SPY,1m,732.57,732.775,732.535,732.775,1841.0,732.646414,45,alpaca,true,all,true,
2026-05-19T16:15:00+00:00,SPY,1m,732.86,733.295,732.775,733.295,1607.0,733.023205,40,alpaca,true,all,true,
2026-05-19T16:16:00+00:00,SPY,1m,733.28,733.28,733.025,733.025,753.0,733.197368,29,alpaca,true,all,true,
2026-05-19T16:17:00+00:00,SPY,1m,733.06,733.19,732.82,733.19,4035.0,732.949001,103,alpaca,true,all,true,
2026-05-19T16:18:00+00:00,SPY,1m,733.2,733.54,733.17,733.54,2662.0,733.321602,63,alpaca,true,all,true,
2026-05-19T16:19:00+00:00,SPY,1m,733.59,733.73,733.53,733.67,2613.0,733.618442,41,alpaca,true,all,true,
2026-05-19T16:20:00+00:00,SPY,1m,733.68,733.9,733.48,733.84,2647.0,733.688336,67,alpaca,true,all,true,
2026-05-19T16:21:00+00:00,SPY,1m,733.77,733.77,733.52,733.55,978.0,733.620744,25,alpaca,true,all,true,
2026-05-19T16:22:00+00:00,SPY,1m,733.66,733.665,733.36,733.57,2038.0,733.455332,41,alpaca,true,all,true,
2026-05-19T16:23:00+00:00,SPY,1m,733.54,733.83,733.54,733.83,1650.0,733.727616,35,alpaca,true,all,true,
2026-05-19T16:24:00+00:00,SPY,1m,733.85,734.03,733.77,734.01,1867.0,733.877477,42,alpaca,true,all,true,
2026-05-19T16:25:00+00:00,SPY,1m,734.09,734.45,734.09,734.45,2793.0,734.31679,67,alpaca,true,all,true,
2026-05-19T16:26:00+00:00,SPY,1m,734.45,734.67,734.3,734.33,9282.0,734.547884,189,alpaca,true,all,true,
2026-05-19T16:27:00+00:00,SPY,1m,734.4,734.63,734.33,734.63,3150.0,734.409394,65,alpaca,true,all,true,
2026-05-19T16:28:00+00:00,SPY,1m,734.64,734.7,734.55,734.58,3583.0,734.635166,66,alpaca,true,all,true,
2026-05-19T16:29:00+00:00,SPY,1m,734.64,734.74,734.48,734.49,3154.0,734.636827,69,alpaca,true,all,true,
2026-05-19T16:30:00+00:00,SPY,1m,734.45,734.69,734.4,734.59,5071.0,734.539598,84,alpaca,true,all,true,
2026-05-19T16:31:00+00:00,SPY,1m,734.79,734.89,734.735,734.82,1944.0,734.817809,51,alpaca,true,all,true,
2026-05-19T16:32:00+00:00,SPY,1m,734.84,735.14,734.84,734.92,5099.0,734.993235,84,alpaca,true,all,true,
2026-05-19T16:33:00+00:00,SPY,1m,734.955,735.03,734.72,734.72,6973.0,734.923756,94,alpaca,true,all,true,
2026-05-19T16:34:00+00:00,SPY,1m,734.86,734.95,734.81,734.84,1859.0,734.871107,48,alpaca,true,all,true,
2026-05-19T16:35:00+00:00,SPY,1m,734.86,734.96,734.75,734.75,1436.0,734.899238,50,alpaca,true,all,true,
2026-05-19T16:36:00+00:00,SPY,1m,734.82,734.87,734.48,734.48,6220.0,734.767779,97,alpaca,true,all,true,
2026-05-19T16:37:00+00:00,SPY,1m,734.54,734.655,734.515,734.54,775.0,734.563054,31,alpaca,true,all,true,
2026-05-19T16:38:00+00:00,SPY,1m,734.555,734.95,734.55,734.92,2777.0,734.81498,78,alpaca,true,all,true,
2026-05-19T16:39:00+00:00,SPY,1m,734.91,735.1,734.85,735.05,2009.0,734.9231,42,alpaca,true,all,true,
2026-05-19T16:40:00+00:00,SPY,1m,735.1,735.24,735.08,735.23,3191.0,735.159086,64,alpaca,true,all,true,
2026-05-19T16:41:00+00:00,SPY,1m,735.21,735.39,735.21,735.34,5613.0,735.319188,92,alpaca,true,all,true,
2026-05-19T16:42:00+00:00,SPY,1m,735.38,735.43,735.18,735.18,5639.0,735.288189,80,alpaca,true,all,true,
2026-05-19T16:43:00+00:00,SPY,1m,735.295,735.39,735.26,735.32,2668.0,735.325519,58,alpaca,true,all,true,
2026-05-19T16:44:00+00:00,SPY,1m,735.355,735.425,735.29,735.41,2495.0,735.364513,50,alpaca,true,all,true,
2026-05-19T16:45:00+00:00,SPY,1m,735.42,735.54,735.35,735.51,2679.0,735.460795,72,alpaca,true,all,true,
2026-05-19T16:46:00+00:00,SPY,1m,735.54,735.55,735.29,735.365,3504.0,735.407987,60,alpaca,true,all,true,
2026-05-19T16:47:00+00:00,SPY,1m,735.28,735.48,735.28,735.48,1955.0,735.404306,52,alpaca,true,all,true,
2026-05-19T16:48:00+00:00,SPY,1m,735.46,735.47,735.28,735.3,1753.0,735.356903,43,alpaca,true,all,true,
2026-05-19T16:49:00+00:00,SPY,1m,735.31,735.615,735.31,735.46,3296.0,735.514664,56,alpaca,true,all,true,
2026-05-19T16:50:00+00:00,SPY,1m,735.5,735.5,735.35,735.35,7074.0,735.409391,81,alpaca,true,all,true,
2026-05-19T16:51:00+00:00,SPY,1m,735.505,735.77,735.49,735.695,2662.0,735.632187,61,alpaca,true,all,true,
2026-05-19T16:52:00+00:00,SPY,1m,735.95,736.0,735.84,735.96,8285.0,735.91608,133,alpaca,true,all,true,
2026-05-19T16:53:00+00:00,SPY,1m,735.98,736.1,735.93,736.02,4339.0,736.008956,74,alpaca,true,all,true,
2026-05-19T16:54:00+00:00,SPY,1m,735.99,736.14,735.99,736.0,5532.0,736.069884,107,alpaca,true,all,true,
2026-05-19T16:55:00+00:00,SPY,1m,736.01,736.12,735.955,736.12,4424.0,736.0237,90,alpaca,true,all,true,
2026-05-19T16:56:00+00:00,SPY,1m,736.09,736.09,735.93,736.05,2973.0,735.999227,85,alpaca,true,all,true,
2026-05-19T16:57:00+00:00,SPY,1m,736.11,736.26,736.03,736.03,2644.0,736.14541,57,alpaca,true,all,true,
2026-05-19T16:58:00+00:00,SPY,1m,736.06,736.12,735.93,736.08,4111.0,736.001313,75,alpaca,true,all,true,
2026-05-19T16:59:00+00:00,SPY,1m,736.2,736.23,735.98,736.15,4010.0,736.120594,82,alpaca,true,all,true,
2026-05-19T17:00:00+00:00,SPY,1m,736.11,736.19,735.97,736.1,3894.0,736.076981,82,alpaca,true,all,true,
2026-05-19T17:01:00+00:00,SPY,1m,736.09,736.135,735.98,736.02,7058.0,736.037397,93,alpaca,true,all,true,
2026-05-19T17:02:00+00:00,SPY,1m,736.02,736.23,735.93,736.2,9119.0,736.106044,143,alpaca,true,all,true,
2026-05-19T17:03:00+00:00,SPY,1m,736.22,736.55,736.16,736.55,4930.0,736.415639,98,alpaca,true,all,true,
2026-05-19T17:04:00+00:00,SPY,1m,736.56,736.7,736.56,736.63,8013.0,736.62925,148,alpaca,true,all,true,
2026-05-19T17:05:00+00:00,SPY,1m,736.625,736.7,736.55,736.69,7070.0,736.638348,132,alpaca,true,all,true,
2026-05-19T17:06:00+00:00,SPY,1m,736.63,736.67,736.44,736.45,5431.0,736.574379,109,alpaca,true,all,true,
